author,content,created_at,headline,id,images,source,summary,symbols,updated_at,url
Murtuza Merchant,,2024-10-03T17:08:24Z,"Grayscale Launches New Fund For AAVE, Expands Investment Product Line",41170643,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/10/03/grayscale-chart-shutter.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/10/03/grayscale-chart-shutter.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/10/03/grayscale-chart-shutter.jpeg'}]",benzinga,"Crypto asset manager Grayscale has introduced a new investment product providing exposure to Aave‘s native token, (CRYPTO: AAVE), as part of the firm&#39;s ongoing efforts to offer a wider range of innovative ","['AAVEUSD', 'BTC', 'ETH', 'ETHE', 'ETHUSD', 'GBTC']",2024-10-03T17:08:25Z,https://www.benzinga.com/markets/cryptocurrency/24/10/41170643/grayscale-launches-new-fund-for-aave-expands-investment-product-line
Benzinga Neuro,,2024-09-18T08:18:41Z,"Jamie Dimon Says JPMorgan Is Likely 'One Of The Bigger Users' Of Blockchain Technology, But Calls Cryptocurrencies A 'Pet Rock'",40913998,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/18/Jamie-Dimon-Speaks-During-Ceremony-For-F.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/18/Jamie-Dimon-Speaks-During-Ceremony-For-F.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/18/Jamie-Dimon-Speaks-During-Ceremony-For-F.jpeg'}]",benzinga,"Jamie Dimon, CEO of JPMorgan Chase, stated that the bank is “probably one of the bigger users of blockchain” during an interview on Tuesday at the ","['BTCUSD', 'ETH', 'ETHUSD', 'GBTC']",2024-09-18T08:18:42Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40913998/jamie-dimon-says-jpmorgan-is-likely-one-of-the-bigger-users-of-blockchain-technology-but-c
Aniket Verma,,2024-09-13T05:43:55Z,"Gary Gensler-Led SEC Directs Crypto Firm To Halt Trading For All Coins But Bitcoin, Ethereum, And Bitcoin Cash — What Does It Mean?",40847331,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/13/Securities-and-Exchange-Commission.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/13/Securities-and-Exchange-Commission.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/13/Securities-and-Exchange-Commission.jpeg'}]",benzinga,A key detail revealed as part of the SEC’s settlement with the cryptocurrency platform eToro has suggested a drastic shift in the agency’s perspective on Ethereum (CRYPTO: ETH). ,"['BCHUSD', 'BTCUSD', 'ETH', 'ETHUSD']",2024-09-13T05:43:56Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40847331/gary-gensler-led-sec-directs-crypto-firm-to-halt-trading-for-all-coins-but-bitcoin-ethereu
Aniket Verma,,2024-09-12T04:50:53Z,Dogecoin 'Millionaire' Champions NEIRO Amid 1024% Spike Since Launch: 'Clear WINNER Of Dog Themed Memecoin This Upcoming Bullrun',40825504,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/12/Dogecoin-Photo-by-Dennis-Diatel-on-Shutt.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/12/Dogecoin-Photo-by-Dennis-Diatel-on-Shutt.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/12/Dogecoin-Photo-by-Dennis-Diatel-on-Shutt.jpeg'}]",benzinga,"Glauber Contessoto, popularly known as SlumDOGE Millionaire, projected Neiro as the next major smash in the dog-themed memecoin arena amid the cryptocurrency’s upswing on the price charts.","['DOGEUSD', 'ETH', 'ETHUSD', 'SHIBUSD']",2024-09-12T04:50:54Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40825504/dogecoin-millionaire-champions-neiro-amid-1024-spike-since-launch-clear-winner-of-dog-them
Aniket Verma,,2024-09-11T06:02:41Z,"Trump-Themed MAGA Coin Crashes, Harris-Inspired Token Soars After Presidential Debate",40807945,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/11/Trumps-Im-Talking-Now-Moment.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/11/Trumps-Im-Talking-Now-Moment.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/11/Trumps-Im-Talking-Now-Moment.jpeg'}]",benzinga,Cryptocurrency tokens linked with Donald Trump and Kamala Harris were a picture of contrast as the high-voltage debate between the presidential hopefuls drew to a close.,"['BTCUSD', 'ETH', 'ETHUSD', 'SOLUSD']",2024-09-11T06:02:42Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40807945/trump-themed-maga-coin-crashes-harris-inspired-token-soars-after-presidential-debate
Murtuza Merchant,,2024-09-10T13:28:48Z,"Bitcoin Back To $57K, But Monday's ETF Inflows Don't Drag It Out Of Bearish Territory, Analysts Say",40794254,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/10/BITCOIN-ETF.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/10/BITCOIN-ETF.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/10/BITCOIN-ETF.jpeg'}]",benzinga,Bitcoin (CRYPTO: BTC) spot ETFs recorded a total net inflow of $28.72 million on Sep.,"['BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'FBTC', 'GBTC']",2024-09-10T13:28:49Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40794254/bitcoin-back-to-57k-but-mondays-etf-inflows-dont-drag-it-out-of-bearish-territory-analysts
Chris Katje,,2024-09-06T20:30:50Z,"Peter Thiel Supports Trump, Backed Ethereum's Buterin: 5 Facts You Might Not Know About PayPal, Palantir Co-Founder",40756735,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/06/Cleveland--Ohio--Usa--July-21--2016-Pete.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/06/Cleveland--Ohio--Usa--July-21--2016-Pete.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/06/Cleveland--Ohio--Usa--July-21--2016-Pete.jpeg'}]",benzinga,Peter Thiel is best known to many investors as the co-founder of PayPal Holdings (NASDAQ:PYPL) and Palantir Technologies Inc (NYSE:PLTR).,"['BTCUSD', 'ETH', 'ETHUSD', 'META', 'PLTR', 'PYPL']",2024-09-06T20:30:51Z,https://www.benzinga.com/general/education/24/09/40756735/peter-thiel-supports-trump-backed-ethereums-buterin-5-facts-you-might-not-know-about-paypal-pal
Murtuza Merchant,,2024-09-06T13:52:57Z,"Bitcoin Nears $55,000 As Experts Warn Of Market Peak: Potential Drop Below $50K 'Inevitable'",40750037,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/06/1--Bitcoin.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/06/1--Bitcoin.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/06/1--Bitcoin.jpeg'}]",benzinga,"As Bitcoin (CRYPTO: BTC) hovers near the $55,000 mark, experts are sounding alarms about a potential drop below $50,000, citing critical market indicators.","['BTC', 'BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'FBTC', 'GBTC']",2024-09-06T13:52:58Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40750037/bitcoin-nears-55-000-as-experts-warn-of-market-peak-potential-drop-below-50k-inevitable
Aniket Verma,,2024-09-05T07:57:34Z,"Puff, Puff, Pass: This Crypto Project Wants You To Vape To Earn, Raises $6M For Specially-Designed Vapes",40724142,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/09/05/Vaping.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/09/05/Vaping.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/09/05/Vaping.jpeg'}]",benzinga,"“There is no such thing as ‘just one cigarette’ when you quit.” How many times have you seen such public service announcements in movies, advertisements, and social timelines without batting an eyelid?



Well, would you care if there were financial incentives to reduce taking in those puffs?","['ETH', 'ETHUSD', 'SOLUSD']",2024-09-05T07:57:35Z,https://www.benzinga.com/markets/cryptocurrency/24/09/40724142/puff-puff-pass-this-crypto-project-wants-you-to-vape-to-earn-raises-6m-for-specially-desig
Murtuza Merchant,,2024-08-30T12:06:41Z,"Bitcoin Dips Below $60,000 As Spot ETFs See $71.7M Outflow",40650212,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/30/Panico-nel-mercato-crypto-Bitcoin-scende.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/30/Panico-nel-mercato-crypto-Bitcoin-scende.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/30/Panico-nel-mercato-crypto-Bitcoin-scende.jpeg'}]",benzinga,"Bitcoin and Ethereum spot ETFs experienced notable fund outflows on Aug. 29, signaling ongoing uncertainty in the cryptocurrency markets.","['ARKB', 'BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'GBTC']",2024-08-30T12:06:42Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40650212/bitcoin-dips-below-60-000-as-spot-etfs-see-71-7m-outflow
Aniket Verma,,2024-08-26T01:35:31Z,Telegram Founder Pavel Durov's Arrest In France Sparks Reactions From Ethereum Creator Vitalik Buterin And Tron Founder Justin Sun,40545146,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/25/Vitalik-Buterin-Pavel-Durov.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/25/Vitalik-Buterin-Pavel-Durov.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/25/Vitalik-Buterin-Pavel-Durov.jpeg'}]",benzinga,Prominent voices from the cryptocurrency space reacted to the arrest of the popular messaging app Telegram‘s CEO and founder Pavel Durov in France.,"['ETH', 'ETHUSD', 'TRX', 'TRXUSD']",2024-08-26T01:35:32Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40545146/telegram-founder-pavel-durovs-arrest-in-france-sparks-reactions-from-ethereum-creator-vita
Rounak Jain,,2024-08-24T05:35:41Z,"Bitcoin Could Hit New All-Time High In Next Two Weeks If This Key Level Breaks, Says Top Analyst",40540245,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/24/Bitcoin-rally.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/24/Bitcoin-rally.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/24/Bitcoin-rally.jpeg'}]",benzinga,Crypto strategist Michaël van de Poppe predicts Bitcoin (CRYPTO: BTC) is poised for new all-time highs if it surpasses a crucial resistance level.,"['BTC', 'BTCUSD', 'ETH', 'ETHUSD']",2024-08-24T05:35:42Z,https://www.benzinga.com/analyst-ratings/analyst-color/24/08/40540245/bitcoin-could-hit-new-all-time-high-in-next-two-weeks-if-this-key-level-breaks-says
Murtuza Merchant,,2024-08-23T12:29:38Z,Bitcoin ETFs Extend Inflow Streak To 6 Days Ahead Of Fed Speech: Here's What Powell Needs To Say To 'Fuel Strong Bullish Momentum',40526449,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/23/Bitcoin-ETFs.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/23/Bitcoin-ETFs.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/23/Bitcoin-ETFs.jpeg'}]",benzinga,The cryptocurrency market is witnessing divergent trends in exchange-traded fund (ETF) flows as investors position themselves ahead of Federal Reserve Chair Jerome Powell‘s anticipated speech at Jackson Hole.,"['BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'FBTC', 'FETH', 'GBTC', 'IBIT']",2024-08-23T12:29:39Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40526449/bitcoin-etfs-extend-inflow-streak-to-6-days-ahead-of-fed-speech-heres-what-powell-needs-to
Murtuza Merchant,,2024-08-22T12:32:08Z,"Bitcoin Back Above $61,000 As ETFs Record Fifth Straight Day Of Inflows",40505567,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/22/Bitcoin-ETFs.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/22/Bitcoin-ETFs.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/22/Bitcoin-ETFs.jpeg'}]",benzinga,"Bitcoin spot ETFs recorded a total net inflow of $39.425 million on Aug. 21, showcasing continued investor interest despite looming economic uncertainties. ","['BTC', 'BTCUSD', 'COIN', 'ETH', 'ETHE', 'ETHUSD', 'FBTC', 'FETH', 'GBTC']",2024-08-22T12:32:09Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40505567/bitcoin-back-above-61-000-as-etfs-record-fifth-straight-day-of-inflows
Murtuza Merchant,,2024-08-20T12:57:45Z,Bitcoin ETFs Vs. Ethereum ETFs: How Do They Compare One Month Into The ETH ETF Launch?,40461920,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/20/Bitcoin-ETF.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/20/Bitcoin-ETF.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/20/Bitcoin-ETF.jpeg'}]",benzinga,"One month after the Ethereum ETF launches, institutional investors have continued to hold and even increase their exposure to cryptocurrency via ETFs.","['BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'GBTC', 'IBIT']",2024-08-20T12:57:46Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40461920/bitcoin-etfs-vs-ethereum-etfs-how-do-they-compare-one-month-into-the-eth-etf-launch
Aniket Verma,,2024-08-20T03:57:04Z,Chinese Ethereum And 'Super' AI Token Emerge As Crypto Market's Best Performers With Double-Digit Gains,40453842,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/19/Cryptocurrency-Photo-by-CMP-NZ-on-Shutte.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/19/Cryptocurrency-Photo-by-CMP-NZ-on-Shutte.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/19/Cryptocurrency-Photo-by-CMP-NZ-on-Shutte.jpeg'}]",benzinga,"Neo and Artificial Superintelligence Alliance hogged the limelight Monday, emerging as the market’s best-performing cryptocurrencies.","['AGIXUSD', 'BTCUSD', 'DOGEUSD', 'ETH', 'ETHUSD', 'FETUSD', 'NEOUSD', 'NVDA', 'OCEANUSD']",2024-08-20T03:57:05Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40453842/chinese-ethereum-and-super-ai-token-emerge-as-crypto-markets-best-performers-with-double-d
Aniket Verma,,2024-08-16T11:00:24Z,"Dogecoin, Shiba Inu Fall As Ethereum Co-founder Vitalik Buterin Donates Over $500K Worth Of Memecoins To Animal Charity",40413538,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/16/Vitalik-Buterin.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/16/Vitalik-Buterin.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/16/Vitalik-Buterin.jpeg'}]",benzinga,"Vitalik Buterin, the co-founder of Ethereum (CRYPTO: ETH), has donated over half a million dollars to a charity that looks after the welfare of animals.","['DOGEUSD', 'ETH', 'ETHUSD', 'PEPEUSD', 'SHIBUSD']",2024-08-16T11:00:25Z,https://www.benzinga.com/24/08/40413538/dogecoin-shiba-inu-fall-as-ethereum-co-founder-vitalik-buterin-donates-over-500k-worth-of-memecoins
Aniket Verma,,2024-08-12T03:10:04Z,"Kamala Harris Edges Out Donald Trump In Crypto Betting Odds For The First Time, Wagers Rise From 6% To 52% In Less Than A Month",40305205,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/11/trump-harris-shutter_1.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/11/trump-harris-shutter_1.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/11/trump-harris-shutter_1.jpeg'}]",benzinga,"Vice President Kamala Harris surpassed Republican challenger and former President Donald Trump as the likely candidate to win the race to the White House, according to cryptocurrency betting platform, Polymarket.","['BTCUSD', 'ETH', 'ETHUSD', 'MATICUSD']",2024-08-12T03:10:05Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40305205/kamala-harris-edges-out-donald-trump-in-crypto-betting-odds-for-the-first-time-wagers-rise
Aniket Verma,,2024-08-09T04:42:25Z,"Pepe Leads Rally, Dogecoin, Shiba Inu Advance As Memecoins Flash Green Amid Market Rebound",40275490,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/09/meme-coin.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/09/meme-coin.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/09/meme-coin.jpeg'}]",benzinga,Memecoins were back in the green Thursday as the broader market recoiled after Monday&#39;s plunge.,"['BONKUSD', 'DOGEUSD', 'ETH', 'ETHUSD', 'PEPEUSD', 'SHIBUSD', 'SOLUSD']",2024-08-09T04:42:26Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40275490/pepe-leads-rally-dogecoin-shiba-inu-advance-as-memecoins-flash-green-amid-market-rebound
Benzinga Contributor,,2024-08-07T18:49:54Z,Why Trump Taking Crypto is Risky,39756520,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/07/12/jon-tyson-wek_wc2b0aw-unsplash.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/07/12/jon-tyson-wek_wc2b0aw-unsplash.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/07/12/jon-tyson-wek_wc2b0aw-unsplash.jpg'}]",benzinga,"By Michael &#34;Mehow&#34; Popieszalsk, CEO of MatterFi

For the first time in a U.S. election, there&#39;s a major political candidate who is now accepting crypto donations.","['BTC', 'BTCUSD', 'ETH', 'ETHUSD', 'PYPL', 'USDC', 'USDCUSD']",2024-08-07T18:49:55Z,https://www.benzinga.com/markets/cryptocurrency/24/08/39756520/why-trump-taking-crypto-is-risky
Benzinga Neuro,,2024-08-06T11:01:56Z,"Bitcoin, Ethereum ETFs Show Signs Of Recovery In Tuesday Premarket After Monday's Market Crash",40183310,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/06/Bitcoin-ETF.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/06/Bitcoin-ETF.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/06/Bitcoin-ETF.jpeg'}]",benzinga,"Bitcoin (CRYPTO: BTC) and Ethereum (CRYPTO: ETH) linked exchange-traded funds (ETFs) are demonstrating signs of recovery in the wake of Monday’s market meltdown, as the leading cryptocurrencies begin to stabilize.","['BITB', 'BTC', 'BTCUSD', 'ETH', 'ETHA', 'ETHE', 'ETHUSD', 'ETHW', 'FBTC', 'GBTC', 'IBIT']",2024-08-06T11:01:57Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40183310/bitcoin-ethereum-etfs-show-signs-of-recovery-in-tuesday-premarket-after-mondays-market-cra
Pooja Rajkumari,,2024-08-05T09:39:55Z,"Why Bitcoin, Ethereum ETFs Are Crashing Today In Premarket",40155135,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/08/05/Bitcoin-ETFs.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/08/05/Bitcoin-ETFs.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/08/05/Bitcoin-ETFs.jpeg'}]",benzinga,"In the early hours of Monday, Bitcoin (CRYPTO: BTC) and Ethereum (CRYPTO: ETH) -linked ETFs witnessed a significant drop, mirroring global market downtrends.","['BITB', 'BTC', 'BTCUSD', 'ETH', 'ETHA', 'ETHE', 'ETHUSD', 'ETHW', 'FBTC', 'GBTC', 'IBIT']",2024-08-05T09:39:56Z,https://www.benzinga.com/markets/cryptocurrency/24/08/40155135/why-bitcoin-ethereum-etfs-are-crashing-today-in-premarket
Chris Katje,,2024-07-31T20:44:39Z,"Coinbase Q2 Earnings Preview: Can Streak Of 5 Straight Beats Continue? 'We Underestimated Bitcoin ETF Strength,' Analyst Says",40082906,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/07/31/Coinbase-Photo-by-rafapress-on-Shutterst.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/07/31/Coinbase-Photo-by-rafapress-on-Shutterst.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/07/31/Coinbase-Photo-by-rafapress-on-Shutterst.jpeg'}]",benzinga,Cryptocurrency company Coinbase Global (NASDAQ:COIN) could show how the approval of Bitcoin (CRYPTO: BTC) and Ethereum (CRYTPO: ETH) ETFs in 2024 has impacted demand for the top two cryptocurrencies when it reports second-quarter financial ,"['BTCUSD', 'COIN', 'ETH', 'ETHUSD']",2024-07-31T20:44:40Z,https://www.benzinga.com/analyst-ratings/analyst-color/24/07/40082906/coinbase-q2-earnings-preview-can-streak-of-5-straight-beats-continue-we-underestima
Navdeep Yadav,,2024-07-30T13:47:13Z,Why Bitcoin ETF GBTC Is Down A Whopping 11% Today,40038854,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2024/07/30/Bitcoin-Halving--Block-Reward-Gets-Cut-I.jpeg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2024/07/30/Bitcoin-Halving--Block-Reward-Gets-Cut-I.jpeg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2024/07/30/Bitcoin-Halving--Block-Reward-Gets-Cut-I.jpeg'}]",benzinga,The Grayscale Bitcoin Trust (NYSE:GBTC) is experiencing an 11% drop today after Grayscale Investments announced the fund’s spinoff into a new exchange-traded fund (ETF).,"['BTCUSD', 'ETH', 'ETHE', 'ETHUSD', 'GBTC']",2024-07-30T14:13:48Z,https://www.benzinga.com/markets/cryptocurrency/24/07/40038854/why-bitcoin-etf-gbtc-is-down-a-whopping-10-today
Benzinga Newsdesk,,2024-07-23T16:14:21Z,"Benzinga Market Summary: Ether ETFs Launch, Spotify Jumps On Strong Earnings, UPS Drops On Weak Earnings Report",39912070,[],benzinga,,"['ETH', 'SPOT', 'UPS']",2024-07-23T16:14:22Z,https://www.benzinga.com/markets/cryptocurrency/24/07/39912070/benzinga-market-summary-ether-etfs-launch-spotify-jumps-on-strong-earnings-ups-drops-on-we
Khyathi Dalal,,2023-12-19T23:59:13Z,"Grayscale CEO Highlights Possible $30 Trillion Unlock In Advised Wealth After Spot Bitcoin ETF Approvals, Another Crypto Analyst Says BTC Price Will Skyrocket",36315178,"[{'size': 'large', 'url': 'https://cdn.benzinga.com/files/imagecache/2048x1536xUP/images/story/2023/12/19/shutterstock_1464153158.jpg'}, {'size': 'small', 'url': 'https://cdn.benzinga.com/files/imagecache/1024x768xUP/images/story/2023/12/19/shutterstock_1464153158.jpg'}, {'size': 'thumb', 'url': 'https://cdn.benzinga.com/files/imagecache/250x187xUP/images/story/2023/12/19/shutterstock_1464153158.jpg'}]",benzinga,Grayscale Investments CEO Michael Sonnenshein in his recent CNBC appearance voiced his opinion about the potential impact of a spot Bitcoin ETF on the crypto market.,"['BTCUSD', 'ETH', 'GBTC']",2023-12-19T23:59:13Z,https://www.benzinga.com/markets/cryptocurrency/23/12/36315178/grayscale-ceo-highlights-possible-30-trillion-unlock-in-advised-wealth-after-spot-bitcoin-
