timestamp,close,high,low,trade_count,open,volume,vwap,symbol,ret_1,sma_20,ema_20,rsi_14,volume_z20,date
2022-01-01 00:00:00+00:00,47727.8,47950.0,46208.24,25254,46212.06,488.529238,47158.1273803518,BTC/USD,,,47727.8,,,2022-01-01
2022-01-02 00:00:00+00:00,47302.83,47992.0,46668.46,21844,47725.98,459.639797,47265.3662390599,BTC/USD,-0.008904034964947072,,47687.32666666667,,,2022-01-02
2022-01-03 00:00:00+00:00,46422.29,47568.95,45700.83,28779,47297.61,722.373139,46660.7670853783,BTC/USD,-0.01861495390444934,,47566.84698412698,,,2022-01-03
2022-01-04 00:00:00+00:00,45830.46,47527.78,45547.55,30410,46461.28,890.039831,46436.7948321062,BTC/USD,-0.012748832511278563,,47401.47679516251,,,2022-01-04
2022-01-05 00:00:00+00:00,43437.26,47066.7,42460.0,50866,45823.99,1632.657507,45061.8658711111,BTC/USD,-0.05221854635541512,,47023.932338480365,,,2022-01-05
2022-01-06 00:00:00+00:00,43088.07,43785.76,42428.52,36856,43447.98,954.388804,43076.6716125436,BTC/USD,-0.008038950891469776,,46649.08830624414,,,2022-01-06
2022-01-07 00:00:00+00:00,41523.72,43145.1,40618.07,47950,43075.24,1572.684734,41829.5214392993,BTC/USD,-0.036305873064168326,,46160.95799136375,,,2022-01-07
2022-01-08 00:00:00+00:00,41677.71,42317.98,40500.0,32334,41568.75,1052.262317,41511.997468166,BTC/USD,0.0037084827659950026,,45733.98199218625,,,2022-01-08
2022-01-09 00:00:00+00:00,41876.34,42799.57,41200.02,25454,41684.6,681.206212,41931.5818240398,BTC/USD,0.004765856857298578,,45366.58751673994,,,2022-01-09
2022-01-10 00:00:00+00:00,41819.69,42244.57,39648.0,44263,41866.26,1736.525283,41089.9733880855,BTC/USD,-0.0013527925315344191,,45028.7877532409,,,2022-01-10
2022-01-11 00:00:00+00:00,42728.93,43123.93,41278.35,33905,41820.28,1086.927445,42258.8711759495,BTC/USD,0.021741911525408275,,44809.753681503666,,,2022-01-11
2022-01-12 00:00:00+00:00,43923.76,44344.9,42467.4,27219,42744.66,747.31618,43457.2166729255,BTC/USD,0.027963021774708663,,44725.37333088427,,,2022-01-12
2022-01-13 00:00:00+00:00,42580.84,44443.98,42328.87,29995,43923.33,940.668949,43332.9970910778,BTC/USD,-0.030573885295794523,,44521.13206127624,,,2022-01-13
2022-01-14 00:00:00+00:00,43085.35,43466.46,41775.37,30354,42579.74,812.519145,42726.3268615101,BTC/USD,0.011848286694203347,,44384.39091258327,,,2022-01-14
2022-01-15 00:00:00+00:00,43086.44,43828.92,42583.22,22073,43087.66,559.646939,43201.1531986898,BTC/USD,2.529862238564995e-05,,44260.77653995629,27.000645391661465,,2022-01-15
2022-01-16 00:00:00+00:00,43107.83,43500.58,42602.14,18809,43094.72,357.503353,43072.7622401513,BTC/USD,0.0004964438927885784,,44150.9721075795,27.19572620892312,,2022-01-16
2022-01-17 00:00:00+00:00,42222.27,43203.19,41560.87,25429,43096.24,550.695626,42409.3846733825,BTC/USD,-0.020542903690582537,,43967.28619257193,24.300380002482356,,2022-01-17
2022-01-18 00:00:00+00:00,42358.97,42683.51,41289.0,28566,42216.36,618.631199,41871.1129047681,BTC/USD,0.0032376279153158993,,43814.1132218508,25.616845971183963,,2022-01-18
2022-01-19 00:00:00+00:00,41670.85,42579.07,41157.84,33888,42364.03,1050.838497,41933.6800762017,BTC/USD,-0.01624496535208486,,43609.99291500786,23.40988075456461,,2022-01-19
2022-01-20 00:00:00+00:00,40695.39,43506.83,40555.55,36459,41670.85,1126.02218,42249.5395499844,BTC/USD,-0.023408689767547286,43308.340000000004,43332.411685007115,20.68883505036797,0.5722326261957904,2022-01-20
2022-01-21 00:00:00+00:00,36458.86,41110.62,35427.64,81843,40671.44,2838.690158,38388.0131762986,BTC/USD,-0.10410343776039499,42744.893,42677.78771500644,13.40251285327453,3.1809355676903968,2022-01-21
2022-01-22 00:00:00+00:00,35084.36,36836.71,34035.0,69861,36450.0,2136.352073,35370.7918726275,BTC/USD,-0.03770002682475537,42133.9695,41954.60412310106,11.934000730367146,1.7009360198409917,2022-01-22
2022-01-23 00:00:00+00:00,36277.58,36518.24,34613.42,43026,35096.23,1391.502649,35457.8282079237,BTC/USD,0.03401002611990078,41626.734,41413.935158996195,20.11689097512489,0.42187584837805125,2022-01-23
2022-01-24 00:00:00+00:00,36681.29,37569.72,32946.89,80772,36266.92,2770.760942,34734.292052613,BTC/USD,0.011128360822304062,41169.2755,40963.2070486156,22.732827170843038,2.1945833198885922,2022-01-24
2022-01-25 00:00:00+00:00,36977.91,37563.09,35714.9,50766,36678.26,1655.303213,36606.0594609991,BTC/USD,0.008086411355762158,40846.308000000005,40583.65494874745,24.68434731604455,0.602647228919683,2022-01-25
2022-01-26 00:00:00+00:00,36814.21,38941.17,36259.8,65722,36982.9,1825.134372,37674.0778905565,BTC/USD,-0.004426967343476251,40532.615000000005,40224.66019172389,24.319289350554214,0.7727583011153387,2022-01-26
2022-01-27 00:00:00+00:00,37185.89,37244.89,35538.87,47790,36835.24,1379.629676,36313.2383173551,BTC/USD,0.010096101478206387,40315.7235,39935.25350679781,26.96050075660672,0.16056996244950777,2022-01-27
2022-01-28 00:00:00+00:00,37778.91,38041.21,36170.53,42365,37176.72,1080.700875,37087.5530298051,BTC/USD,0.01594744673315618,40120.783500000005,39729.887458531346,31.09258127399407,-0.26366505127673484,2022-01-28
2022-01-29 00:00:00+00:00,38180.51,38731.67,37326.62,29391,37731.98,694.286623,37944.2249590571,BTC/USD,0.010630269639859913,39935.992000000006,39582.32770057598,33.82298706180508,-0.8111559151079715,2022-01-29
