model,rows,hit_rate,strategy_cum_return,benchmark_cum_return,strategy_sharpe,benchmark_sharpe,strategy_max_drawdown,benchmark_max_drawdown
logreg_full,2450.0,0.5126530612244898,4.742482422153526,21.035030606032677,0.7833421029596107,0.9671055285380592,-0.6010573768020816,-0.6860348961877272
logreg_tech,2450.0,0.5175510204081633,7.991000556063479,21.035030606032677,0.9229452130033527,0.9671055285380592,-0.5849019569842226,-0.6860348961877272
xgb_full,2450.0,0.523673469387755,6.022167835622474,21.035030606032677,0.8866301991417948,0.9671055285380592,-0.5401804300480816,-0.6860348961877272
