symbol,config,rows,risk_fraction,long_threshold,allow_short,total_return_pct,benchmark_return_pct,cagr_pct,benchmark_cagr_pct,sharpe,benchmark_sharpe,max_drawdown_pct,benchmark_max_drawdown_pct,trade_events,win_rate_pct
BTCUSD,aggressive,365,0.9,0.52,True,11396.44364363885,111.48109475418168,2546.2790102747567,67.71466639981658,10.445073768313707,1.3893334781525588,-6.96038054858864,-26.213255370753952,203,89.0909090909091
BTCUSD,conservative,365,0.25,0.58,False,95.6474001145511,111.48109475418168,58.941350864784894,67.71466639981658,6.461046883493534,1.3893334781525588,-1.9334390412746316,-26.213255370753952,145,95.16129032258065
BTCUSD,medium,365,0.5,0.55,False,321.22435305621497,111.48109475418168,169.88015133498578,67.71466639981658,6.778935863435027,1.3893334781525588,-3.86687808254923,-26.213255370753952,161,93.75
SPY,aggressive,251,0.9,0.52,True,62.716474591516814,23.998730561726987,63.03238539984966,24.10504012583605,4.6806569908235485,1.7818279845647234,-4.653635811382695,-8.405622632156584,94,74.10714285714286
SPY,conservative,251,0.25,0.58,False,12.773521196060678,23.998730561726987,12.827544733765684,24.10504012583605,5.449139248681341,1.7818279845647234,-0.7450892783266161,-8.405622632156584,108,84.21052631578947
SPY,medium,251,0.5,0.55,False,20.764554084464205,23.998730561726987,20.855364967814506,24.10504012583605,3.6633176630791544,1.7818279845647234,-2.381163531817343,-8.405622632156584,99,75.90361445783132
