symbol,logreg_full,logreg_tech,xgb_full
BTCUSD,1.2894275219286868,1.7445836697553951,0.8764510935234289
ETHUSD,1.2812227228230895,1.966338372380294,1.83565294922446
SPY,0.09952494409699786,0.10436048742054815,0.31971720414630256
