timestamp,close,high,low,trade_count,open,volume,vwap,symbol,ret_1,sma_20,ema_20,rsi_14,volume_z20,date,sentiment_mean,sentiment_count,forward_return,target_up,prob_up,signal,strategy_return,benchmark_return,strategy_equity,benchmark_equity
2024-10-01 00:00:00+00:00,2450.082,2657.565,2415.0675,74,2603.08,72.504733611,2519.1504316098,ETHUSD,-0.0588408380261673,2518.496275,2549.1956833393947,43.92177532806232,1.8378552002465025,2024-10-01,0.0,0,-0.0346670029819409,0,0.46034953,0,-0.0,-0.0346670029819409,1.0,0.9653329970180591
2024-10-02 00:00:00+00:00,2365.145,2498.7945,2352.97,85,2447.1525,51.775390172,2442.5411103806,ETHUSD,-0.0346670029819409,2518.613275,2531.667046830881,39.54479584884147,0.9045521328445756,2024-10-02,0.0,0,-0.006955387513239,0,0.6062909,1,-0.006955387513239,-0.006955387513239,0.993044612486761,0.9586187319444821
2024-10-03 00:00:00+00:00,2348.6945,2402.615,2310.2,60,2363.295,37.149008699,2352.0815421375,ETHUSD,-0.006955387513239,2513.99525,2514.241089989845,38.73957257782393,0.2801117622330752,2024-10-03,0.6144035458564758,1,0.0280838993747378,1,0.6569378,1,0.0280838993747378,0.0280838993747378,1.0209331774584647,0.9855404839511498
2024-10-04 00:00:00+00:00,2414.655,2439.984,2339.15,74,2348.935,70.913955682,2372.8068317103,ETHUSD,0.0280838993747378,2513.8165,2504.7567004670027,43.69062166654325,1.4501271367158213,2024-10-04,0.0,0,0.0002553159768163,1,0.5892319,1,0.0002553159768163,0.0002553159768163,1.0211938380099317,0.9857921081825018
2024-10-05 00:00:00+00:00,2415.2715,2427.8,2390.5915,21,2415.8695,0.94276761,2404.5446429239,ETHUSD,0.0002553159768163,2518.663425,2496.2343004225263,43.73639142473212,-1.1697855848182468,2024-10-05,-0.96868097782135,1,0.0099570586577948,1,0.56756634,1,0.0099570586577948,0.0099570586577948,1.0313619249559751,0.9956076980280663
2024-10-06 00:00:00+00:00,2439.3205,2456.93,2407.27,17,2413.489,2.051246699,2440.8936020225,ETHUSD,0.0099570586577948,2525.85045,2490.813938477524,45.59416172775532,-1.0275303687362018,2024-10-06,0.0,0,-0.0072155339980948,0,0.503071,0,-0.0,-0.0072155339980948,1.0313619249559751,0.9884238568341798
2024-10-07 00:00:00+00:00,2421.7195,2520.09,2403.7388337465,60,2439.605,107.46409995,2490.1622033471,ETHUSD,-0.0072155339980948,2529.901425,2484.2335157653783,44.43767470789504,2.2483821774250523,2024-10-07,0.0,0,0.0075186246796954,1,0.6764864,1,0.0075186246796954,0.0075186246796954,1.0391163481786474,0.995855444838173
2024-10-08 00:00:00+00:00,2439.9275,2464.0185,2400.9985,36,2423.93,14.203361196,2421.5496769489,ETHUSD,0.0075186246796954,2533.2233,2480.0138952162943,45.96460579337615,-0.6212140581628052,2024-10-08,0.0,0,-0.0298453540115433,0,0.44863263,0,-0.0,-0.0298453540115433,1.0391163481786474,0.9661337865426548
2024-10-09 00:00:00+00:00,2367.107,2471.785,2350.015,35,2441.365,19.567768616,2431.5731989968,ETHUSD,-0.0298453540115433,2528.4089,2469.260857576647,41.09990697043823,-0.3776169807749387,2024-10-09,0.0,0,0.0072654087880268,1,0.6516325,1,0.0072654087880268,0.0072654087880268,1.0466659532264868,0.9731531434458115
2024-10-10 00:00:00+00:00,2384.305,2425.698945565,2329.031,50,2369.9,24.413365857,2376.3180941823,ETHUSD,0.0072654087880268,2519.57435,2461.1698235217286,42.64381576342523,-0.185392854616468,2024-10-10,0.0,0,0.0223733960210628,1,0.5023104,0,0.0,0.0223733960210628,1.0466659532264868,0.9949258841132668
