datetime,portfolio_value,cash,positions,return
2023-11-02 08:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2023-11-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-11-02 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-11-03 09:30:00-04:00,100301.7612915039,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.003017612915038992
2023-11-04 09:30:00-04:00,100301.7612915039,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-04 09:25:00-04:00,100301.7612915039,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-06 08:30:00-05:00,100408.94067382812,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0010685692947378644
2023-11-06 09:30:00-05:00,100408.94067382812,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-06 09:30:00-05:00,100408.94067382812,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-07 09:30:00-05:00,100419.06072998047,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.00010078839677452045
2023-11-08 09:30:00-05:00,100504.62005615234,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0008520227688839643
2023-11-09 09:30:00-05:00,100545.10028076172,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.00040276978895859017
2023-11-10 09:30:00-05:00,100432.40112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",-0.001120881648137395
2023-11-11 09:30:00-05:00,100432.40112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-11 09:25:00-05:00,100432.40112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-13 08:30:00-05:00,100581.90112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0014885634349899313
2023-11-13 09:30:00-05:00,100581.90112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-13 09:30:00-05:00,100581.90112304688,80377.32061767578,"[{'asset': USD, 'quantity': 80377.32061767578}, {'asset': SPY, 'quantity': 46.0}]",0.0
2023-11-14 09:30:00-05:00,100581.90112304688,100581.90112304688,"[{'asset': USD, 'quantity': 100581.90112304688}]",0.0
2023-11-15 09:30:00-05:00,100752.45013427734,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0016956232615032985
2023-11-16 09:30:00-05:00,100712.40084838867,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",-0.00039750185564024765
2023-11-17 09:30:00-05:00,100758.3003540039,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.00045574830138672695
2023-11-18 09:30:00-05:00,100758.3003540039,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0
2023-11-18 09:25:00-05:00,100758.3003540039,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0
2023-11-20 08:30:00-05:00,100771.35073852539,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.00012952168184288126
2023-11-20 09:30:00-05:00,100771.35073852539,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0
2023-11-20 09:30:00-05:00,100771.35073852539,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0
2023-11-21 09:30:00-05:00,100890.60046386719,80497.50079345703,"[{'asset': USD, 'quantity': 80497.50079345703}, {'asset': SPY, 'quantity': 45.0}]",0.0011833693253870958
