datetime,portfolio_value,cash,positions,return
2024-10-01 08:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-10-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2024-10-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2024-10-02 09:30:00-04:00,99806.53991699219,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.0019346008300781259
2024-10-03 09:30:00-04:00,99794.638671875,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.00011924313904765338
2024-10-04 09:30:00-04:00,99964.29833984375,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.001700088002989819
2024-10-05 09:30:00-04:00,99964.29833984375,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-05 09:29:00-04:00,99964.29833984375,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-07 08:30:00-04:00,99928.59875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.00035712334857362915
2024-10-07 09:30:00-04:00,99928.59875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-07 09:30:00-04:00,99928.59875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-08 09:30:00-04:00,99898.67858886719,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.00029941544651312935
2024-10-09 09:30:00-04:00,99991.83825683594,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0009325415439391804
2024-10-10 09:30:00-04:00,100080.57983398438,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0008874882059923817
2024-10-11 09:30:00-04:00,100090.09875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",9.511256743532925e-05
2024-10-12 09:30:00-04:00,100090.09875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-12 09:29:00-04:00,100090.09875488281,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-14 08:30:00-04:00,100265.87817382812,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0017562118644300906
2024-10-14 09:30:00-04:00,100265.87817382812,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-14 09:30:00-04:00,100265.87817382812,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-15 09:30:00-04:00,100380.46008300781,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0011427806873745006
2024-10-16 09:30:00-04:00,100216.92016601562,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.0016292007115423779
2024-10-17 09:30:00-04:00,100425.33825683594,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.002079669685269181
2024-10-18 09:30:00-04:00,100362.77941894531,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",-0.0006229387819499665
2024-10-19 09:30:00-04:00,100362.77941894531,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
2024-10-19 09:29:00-04:00,100362.77941894531,80504.39916992188,"[{'asset': USD, 'quantity': 80504.39916992188}, {'asset': SPY, 'quantity': 34.0}]",0.0
